anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
371,Cardcaptor Sakura Movie 1,Cardcaptor Sakura The Movie,劇場版 カードキャプターさくら,7.63,"Award Winning, Comedy, Drama, Fantasy","During an after-school shopping trip, Sakura Kinomoto decides to participate in the Tomoeda Shopping District's year-end lottery, with the grand prize being a round trip to Hong Kong. Surprisingly, she draws the winning ball. Alongside her best friend Tomoyo Daidouji, her older brother Touya, her crush Yukito Tsukishiro, and Keroberos, Sakura heads off to Hong Kong.

However, vacation for the Cardcaptor will get cut short. Little does Sakura know, the trip may be connected to her recent, prophetic dreams featuring a mysterious woman and Clow Reed himself, creator of the Clow Cards.",Movie,1.0,"Aug 21, 1999",UNKNOWN,Finished Airing,"Bandai Visual, Shochiku, Shelty","Nelvana, Discotek Media, Geneon Entertainment USA",Madhouse,Manga,1 hr 21 min,PG - Children,1312.0,1978,185,56910.0,96711,https://cdn.myanimelist.net/images/anime/1733/90336.jpg
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Cardcaptor Sakura Movie 2: The Sealed Card,劇場版 カードキャプターさくら 封印されたカード,8.21,"Award Winning, Comedy, Drama, Fantasy, Romance","For this year's Nadeshiko Festival, Sakura Kinomoto's elementary school class is presenting a play. She will portray a princess who struggles to respond to the love confession of the neighboring country's prince. Sakura empathizes with her character all too well, since she herself still owes an answer to the boy who confessed his love for her four months ago.

When cousins Shaoran and Meiling Li return from Hong Kong to pay a surprise visit to their friends in Japan, Sakura receives further encouragement to finally declare her feelings. However, she is repeatedly distracted by a presence reminiscent of a Clow Card as well as unexplained disappearances around town.

Eventually, Sakura learns of another of Clow Reed's creations—the ""Nothing""—which was formerly sealed away beneath the magician's old house. It has power equal to all 52 cards Sakura possesses, and furthermore, it wants to take those cards away from her! Objects, space, and people disappear from Tomoeda with each card that is stolen. Sakura sets out to capture the Nothing so everything will return to normal, but what must she sacrifice in the process?",Movie,1.0,"Jul 15, 2000",UNKNOWN,Finished Airing,"Bandai Visual, Shochiku, Kodansha, Shelty, Amber Film Works","Nelvana, Discotek Media, Geneon Entertainment USA",Madhouse,Manga,1 hr 22 min,PG - Children,333.0,1793,438,65052.0,111999,https://cdn.myanimelist.net/images/anime/1652/90326.jpg
373,Bannou Bunka Neko-Musume,All Purpose Cultural Cat Girl Nuku Nuku,万能文化猫娘,6.74,"Adventure, Comedy, Sci-Fi","Ryuunosuke Natsume is the son of genius inventor Kyusaku Natsume and overbearing Akiko Natsume, CEO of Mishima Heavy Industries. Using funds from his wife's company and the brain from his son's beloved cat, Kyusaku creates a revolutionary android called Atsuko ""Nuku Nuku"" Natsume. To Kyusaku's disgust, Akiko wants to use her husband's technology to create weaponized robots for her company's customers, resulting in Ryuunosuke getting caught within the explosive fights between his parents

The android Nuku Nuku tries to live as a normal high school student, adopting the role of Ryuunosuke's elder sister, but usually ends up acting as her family's protector. Nuku Nuku will do anything to protect the ones she loves.",OVA,6.0,"Oct 21, 1992 to May 25, 1994",UNKNOWN,Finished Airing,"Starchild Records, Movic","ADV Films, Discotek Media","Studio Fantasia, animate Film",Manga,28 min per ep,R+ - Mild Nudity,5119.0,5621,33,4630.0,11937,https://cdn.myanimelist.net/images/anime/7/10720.jpg
374,Bannou Bunka Neko-Musume DASH!,All Purpose Cultural Cat Girl Nuku Nuku Dash!,万能文化猫娘ＤＡＳＨ！,6.28,"Action, Comedy, Romance, Sci-Fi, Ecchi","It's in the not too distant future. One day Nuku-Nuku dropped in and began to live with the Natsume family. Having lost her memory, Nuku-Nuku assumed the identity of a beautiful girl named Atsuko Higuchi. She was so beautiful and gentle, and besides, she was such a great cook that Ryunosuke, 14, was all smiles. However, after her arrival in town, a series of mysterious incidents started to happen in Maneki City - Experimental machines running haywire, roaring fighter aircraft flying low, mass destruction in the city. In every case, a mysterious girl was spotted at the scene of the incident.

(Source: AnimeNfo)",OVA,12.0,"Sep 23, 1998 to Dec 23, 1998",UNKNOWN,Finished Airing,Movic,"ADV Films, Discotek Media",Ashi Productions,Unknown,24 min per ep,R - 17+ (violence & profanity),7504.0,7575,7,2130.0,5694,https://cdn.myanimelist.net/images/anime/7/2886.jpg
375,Bannou Bunka Neko-Musume (1998),All Purpose Cultural Cat Girl Nuku Nuku TV,万能文化猫娘,6.62,"Action, Adventure, Comedy, Sci-Fi","Each episode centers on Nuku Nuku's adventures and mishaps in high school, and her relationship to students, the overall series plot centers on the evil Mishima Industries' scheme to dominate the world through its products. In opposition to this plan are the slightly nutty Kyuusaku Natsume and Nuku Nuku, the android who acts as a companion to his young son. Nuku Nuku's classmates are all eccentrics, Futaba, the class president, is a domineering control-freak, who cannot leave her authority in school. Chieko Shirakaba is the rich snob with the two yes-girls who always take her side. There is a bookworm, a mystic, a scientist, and a pop singer. All of these are true to their descriptions: the mystic is always foretelling doom via tarot cards, spirits, or some other occult technique. The pop singer never says anything except as a song. The bookworm always has her nose in a book. These eccentricities add to the series' humor. 

(Source: ANN)",TV,12.0,"Jan 7, 1998 to Mar 25, 1998",winter 1998,Finished Airing,"TV Tokyo, Yomiko Advertising","ADV Films, Discotek Media",Ashi Productions,Manga,23 min per ep,PG-13 - Teens 13 or older,5720.0,6661,12,2893.0,7938,https://cdn.myanimelist.net/images/anime/10/2875.jpg
376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer","Elfen Lied: In the Passing Rain, or, How Can a Girl Have Reached Such Feelings?",エルフェンリート 通り雨にて 或いは、少女はいかにしてその心情に至ったか?（REGENSCHAUER）,7.14,"Drama, Horror, Supernatural, Ecchi","Having been accepted into the Kaede Inn, Nana struggles to find some way to contribute, though she inadvertently brings more trouble than assistance. However, Nana's worries are directed more towards fellow resident Nyu, whom she had only known as Lucy, the violent Diclonius. Fearful that Nyu will unleash the same horrific savagery—violence that scars Nana to this day—upon those close to her, Nana faces a dilemma: attempt to live peacefully alongside Lucy with all the uncertainty that that entails or dispose of the source of her worries, shattering the relationships she has formed at the inn. As Nana struggles to come to a decision, Nyu recalls a painful memory of one of her dearest friends and one of her greatest rivals.",Special,1.0,"Apr 21, 2005",UNKNOWN,Finished Airing,VAP,ADV Films,Arms,Manga,25 min,R+ - Mild Nudity,3326.0,1173,249,111997.0,189007,https://cdn.myanimelist.net/images/anime/1936/121639.jpg
377,eX-Driver,UNKNOWN,エクスドライバー,6.66,"Action, Adventure, Comedy, Sci-Fi","Ex-Driver is set in the future, when all transportation is easily controlled by AI. Though like all machines they tend to break down or lose control or re-programmed. This is where three high schoolers with non AI cars, Subaru WRX, Super 7, Lotus comes in to save the day and make sure the public is safe at all times. 

(Source: ANN)",OVA,6.0,"Jul 25, 2000 to Sep 25, 2001",UNKNOWN,Finished Airing,"Bandai Visual, Dentsu, Genco",Media Blasters,Actas,Original,25 min per ep,PG-13 - Teens 13 or older,5517.0,5819,32,4516.0,10945,https://cdn.myanimelist.net/images/anime/8/26197.jpg
378,eX-Driver the Movie,UNKNOWN,エクスドライバー the Movie,6.56,"Action, Adventure, Comedy, Sci-Fi","After winning domestic preliminary round, Lisa, Lorna, and Soichi advance to ex-Driver world race competition held in Los Angeles as representative team from Japan. Like a bad omen, they encountered a reckless AI car the first night they arrived at Los Angeles. Although they successfully stopped the car, the local police department is not very happy about that and insists to examine their car overnight. 

However, the problem did not stop just there. The daughter of the United States team`s sponsor, Angela, has gone missing. Lorna realized that Angela was on the reckless AI car before. Soichi who guessed that Angel could be in danger then start looking for her. But Soichi got captured by a mysterious man, and he shocked to find Angela is also there. 

During the confinement inside a warehouse, Soichi finds out that apparently there is a connection between the series of incident and illegal gambling on the ex-Driver world race competition. Now Soichi must escape from the warehouse with Angela... 

(Source: AniDB)",Movie,1.0,"Apr 20, 2002",UNKNOWN,Finished Airing,"Bandai Visual, Dentsu, Genco",Geneon Entertainment USA,Actas,Original,1 hr 2 min,PG-13 - Teens 13 or older,6028.0,7950,4,2397.0,5092,https://cdn.myanimelist.net/images/anime/13/26195.jpg
379,Heppoko Jikken Animation Excel♥Saga,Excel Saga,へっぽこ実験アニメーション エクセル♥サーガ,7.49,"Comedy, Sci-Fi","It's hard to take over the world, and the enigmatic Il Palazzo, head of the ACROSS organization, knows this, so he aims to start small by conquering the city of Fukuoka. Two young officers, the Excel and her partner Hyatt, are tasked with executing this plan, but standing in their way are the City Security workers, a group consisting of three (mostly) normal guys, a very severe girl, and some robots. Regardless of simplicity, Excel and Hyatt always manage to screw up their missions, which usually result in death and lots of destruction.

Heppoko Jikken Animation Excel♥Saga chronicles the elaborate troubles that the ACROSS officers get themselves into, as Excel and Hyatt never fail to do their jobs improperly.",TV,26.0,"Oct 8, 1999 to Mar 31, 2000",fall 1999,Finished Airing,Victor Entertainment,"ADV Films, Funimation",J.C.Staff,Manga,24 min per ep,R - 17+ (violence & profanity),1745.0,1859,949,48003.0,106435,https://cdn.myanimelist.net/images/anime/1728/97423.jpg
380,Fushigi Yuugi OVA,Mysterious Play OVA,ふしぎ遊戯,7.14,"Adventure, Fantasy, Romance","Having concluded their adventure inside the mystical book The Universe of the Four Gods, Miaka Yuuki and Yui Hongo resume their ordinary lives with but one exception: upon returning to the real world, Miaka is permitted to bring her beloved Tamahome along with her. 

Unfortunately, shortly afterward, new troubles threaten the couple's hard-earned happiness. During a visit to the graves of the two other girls who had traveled inside The Universe of the Four Gods, Tamahome is engulfed by a red light and disappears right before Miaka's eyes. Witnessing the puzzling incident, her brother Keisuke and his best friend Tetsuya Kajiwara resolve to help the heartbroken Miaka find her boyfriend again. 

Meanwhile, Tamahome has been brought back into the book, only to discover that 50 years had passed since his departure. To his surprise, he learns that he has now switched identities with his former enemy, Nakago. Will the two lovers triumph over these adversities to reunite once more, or are they doomed to remain separated forever?


Fushigi Yuugi Otsukare Ian Bus Ryokou: Kindan no Josei Onsen-hen
The Celestial Warriors of gods Suzaku and Seiryuu, alongside their priestesses, Miaka Yuuki and Yui Hongo, are granted a bus trip to a special hot spring resort to enjoy some leisure time. Despite the extensive journey, the lively party spices up the experience by playing mischievous tricks on each other, completely unaware of the surprise awaiting them at their destination.",OVA,3.0,"Oct 25, 1996 to Feb 25, 1997",UNKNOWN,Finished Airing,"Bandai Visual, Movic","Media Blasters, Geneon Entertainment USA",Pierrot,Manga,28 min per ep,PG-13 - Teens 13 or older,3328.0,4322,51,11968.0,22731,https://cdn.myanimelist.net/images/anime/1171/92443.jpg
381,Fushigi Yuugi: Dai Ni Bu,Mysterious Play OVA 2,ふしぎ遊戯　第二部,7.25,"Adventure, Fantasy, Romance","After Tamahome is reborn into the real world as Taka Sukunami, it does not take long until he meets Miaka Yuuki again, leading to their romance blooming once more. However, the appearance of Ren Shigyou—a new student at Miaka's high school—disturbs their blissful days.

Resentful of the happy lovers, Shigyou uses his unusual manipulative skills to quickly become popular and rally his classmates against Miaka and Taka. As Shigyou's followers unexpectedly attack the pair, the two end up falling from the school's roof into a red light and are transported to The Universe of the Four Gods realm.

Returning to the place where Taka once lived as Tamahome, the couple learns that an evil demon is behind the recent events. To make matters worse, Taka risks disappearing from existence unless he recovers his previous life's memories, which are stored in seven jewels. Joining forces with their former companions, Miaka and Taka embark on a quest against the clock to retrieve the precious stones before it is too late.",OVA,6.0,"May 25, 1997 to Oct 25, 1998",UNKNOWN,Finished Airing,UNKNOWN,"Media Blasters, Geneon Entertainment USA",Pierrot,Manga,33 min per ep,PG-13 - Teens 13 or older,2777.0,4556,41,10332.0,20241,https://cdn.myanimelist.net/images/anime/1591/92444.jpg
